412,1493,1905,0.7837270341207349,0,0,GR4
498,1228,1726,0.7114716106604867,0.2087378640776699,-0.17749497655726726,GR4
330,1570,1900,0.8263157894736842,-0.3373493975903614,0.2785016286644951,GR4
334,1271,1605,0.7919003115264798,0.012121212121212121,-0.19044585987261148,GR4
329,1264,1593,0.7934714375392341,-0.014970059880239521,-0.0055074744295830055,GR4
314,1396,1710,0.816374269005848,-0.04559270516717325,0.10443037974683544,GR4
310,1131,1441,0.7848716169326856,-0.012738853503184714,-0.18982808022922637,GR4
283,1219,1502,0.8115845539280959,-0.08709677419354839,0.07780725022104333,GR4
380,1243,1623,0.7658656808379544,0.34275618374558303,0.019688269073010665,GR4
317,1314,1631,0.8056407112201104,-0.16578947368421051,0.05711987127916331,GR4
403,1290,1693,0.7619610159480212,0.27129337539432175,-0.0182648401826484,GR4
399,2655,3054,0.869351669941061,-0.009925558312655087,1.058139534883721,GR4
322,1185,1507,0.7863304578633046,-0.19298245614035087,-0.5536723163841808,GR4
11958,942,12900,0.07302325581395348,36.13664596273292,-0.20506329113924052,GR4
285,2457,2742,0.8960612691466083,-0.9761665830406423,1.60828025477707,GR4
641,1407,2048,0.68701171875,1.249122807017544,-0.42735042735042733,GR4
315,1179,1494,0.7891566265060241,-0.5085803432137286,-0.16204690831556504,GR4
256,1057,1313,0.805026656511805,-0.1873015873015873,-0.10347752332485156,GR4
245,1151,1396,0.8244985673352435,-0.04296875,0.08893093661305582,GR4
310,1248,1558,0.8010269576379975,0.2653061224489796,0.0842745438748914,GR4
443,2186,2629,0.8314948649676683,0.4290322580645161,0.7516025641025641,GR4
584,2654,3238,0.8196417541692402,0.3182844243792325,0.2140896614821592,GR4
402,2717,3119,0.871112536069253,-0.3116438356164384,0.02373775433308214,GR4
321,1738,2059,0.8440990772219524,-0.20149253731343283,-0.3603238866396761,GR4
259,1902,2161,0.8801480795927811,-0.19314641744548286,0.09436133486766399,GR4
433,2176,2609,0.8340360291299348,0.6718146718146718,0.1440588853838065,GR4
296,2105,2401,0.8767180341524364,-0.3163972286374134,-0.03262867647058824,GR4
234,2304,2538,0.9078014184397163,-0.20945945945945946,0.09453681710213777,GR4
532,2021,2553,0.791617704661183,1.2735042735042734,-0.1228298611111111,GR4
